"userID","itemID","rating"
1,33,4
1,38,3
1,39,4
1,40,4
1,42,4
1,45,4
1,46,5
1,48,4
1,53,4
2,58,5
2,65,2
2,66,5
2,67,5
2,68,2
2,70,5
2,71,4
2,72,5
2,75,5
2,76,5
2,77,3
2,78,2
2,81,2
2,82,5
2,83,2
3,90,4
3,91,4
3,92,4
3,97,2
3,101,4
3,106,3
3,109,2
3,115,3
3,117,4
3,118,3
3,122,4
3,123,4
4,91,4
4,108,5
4,122,5
4,131,3
4,132,5
4,135,4
4,138,5
4,139,2
4,143,3
4,145,5
4,147,5
4,149,5
4,152,5
4,154,5
4,156,1
4,158,1
4,160,5
4,163,5
4,164,4
4,165,5
4,172,5
4,10,4
4,29,1
4,32,5
4,53,5
4,61,3
5,113,4
5,114,2
5,138,4
5,139,4
5,188,4
5,194,2
5,197,4
5,200,5
5,202,5
5,203,5
5,204,4
5,206,3
5,209,4
5,212,4
5,217,4
5,219,4
5,220,5
5,223,5
5,224,4
5,19,4
5,55,4
5,56,2
6,229,5
6,234,5
6,235,2
6,236,1
6,237,1
6,238,5
6,239,1
6,242,5
7,171,5
7,230,5
7,246,4
7,249,1
7,250,4
7,253,4
7,254,4
7,255,5
7,256,5
7,259,1
7,261,3
7,262,3
7,266,2
7,269,5
7,271,5
7,272,3
7,273,4
8,107,5
8,112,4
8,122,4
8,154,5
8,159,5
8,167,5
8,170,3
8,190,5
8,212,5
8,291,1
8,292,5
8,295,4
8,297,5
8,299,4
8,300,4
8,303,5
8,306,1
8,308,5
8,311,3
8,312,5
8,315,5
8,316,4
8,318,1
8,321,5
8,323,5
9,155,1
9,192,4
9,195,2
9,324,3
9,325,4
9,327,3
9,332,5
9,334,3
9,336,5
9,337,1
9,341,4
9,342,5
9,345,4
9,346,4
9,347,5
9,348,1
9,350,4
9,40,4
9,85,5
10,104,5
10,114,3
10,200,4
10,217,4
10,223,4
10,246,3
10,272,5
10,313,2
10,314,5
10,342,3
10,373,5
10,374,4
10,375,5
10,376,5
10,378,5
10,379,4
10,380,5
10,381,3
10,383,4
10,388,4
10,393,3
10,394,4
10,397,5
10,16,3
10,38,1
10,39,4
10,41,4
10,42,1
10,43,4
10,82,5
11,3,5
11,182,5
11,259,3
11,283,5
11,286,4
11,399,5
11,400,5
11,403,5
11,405,5
11,407,5
11,409,5
