"userID","itemID","rating"
11,408,5
12,128,4
13,12,3
13,317,5
2,74,5
3,96,4
4,141,5
4,155,1
4,167,4
5,198,4
5,211,4
7,100,4
8,313,4
10,169,1
10,202,4
15,385,3
16,599,5
17,399,5
17,563,2
17,605,2
17,609,4
18,197,5
19,465,5
19,634,3
19,640,5
20,358,4
20,462,5
20,649,4
20,654,4
22,652,4
26,275,3
28,774,5
29,110,4
29,785,3
29,786,4
29,210,5
31,817,5
31,418,4
31,53,1
32,480,4
32,618,4
33,99,3
33,190,5
34,862,5
34,201,4
34,393,5
36,895,4
36,565,1
36,642,5
37,820,3
37,236,3
38,625,4
39,690,4
39,844,4
40,679,5
41,740,4
41,477,5
42,84,5
42,648,4
44,958,2
44,551,2
46,100,5
46,232,4
48,174,2
48,29,1
49,792,5
51,704,5
51,216,3
52,153,5
52,157,5
52,1020,5
52,311,1
52,429,3
53,645,4
55,146,2
55,968,2
55,195,4
55,1034,2
55,53,5
56,707,1
56,820,3
56,195,5
56,425,3
57,552,5
58,130,4
58,185,4
58,260,2
58,441,5
60,763,2
60,511,3
60,528,3
60,544,5
60,660,1
61,250,4
61,298,5
61,392,4
62,186,2
62,381,4
63,538,5
64,284,2
66,653,5
67,768,4
67,26,5
68,743,5
68,283,5
68,53,5
69,597,4
70,530,4
70,542,4
71,503,5
72,669,4
72,105,3
72,710,4
72,815,5
72,206,3
72,539,4
72,546,4
73,53,4
73,63,4
74,370,2
74,419,2
74,612,5
75,667,5
75,1064,5
75,326,4
76,916,4
76,627,1
77,223,4
78,280,5
80,730,2
80,533,3
80,566,5
80,596,1
80,86,3
81,276,2
81,353,4
82,412,4
82,520,5
82,78,4
84,313,3
85,120,5
85,810,2
85,581,5
85,58,4
86,926,3
86,653,5
88,705,5
88,862,5
88,274,5
88,554,2
89,59,4
90,469,5
90,546,5
92,220,5
92,1072,5
94,304,5
96,956,3
98,754,4
99,174,4
99,965,2
101,1076,5
101,369,3
103,793,5
103,140,5
104,128,3
104,1130,5
104,80,4
107,1041,5
108,173,5
108,1043,3
108,345,4
108,1095,4
108,371,4
109,353,4
110,220,5
112,113,4
113,389,4
114,1030,1
114,56,2
115,797,4
115,836,4
115,1031,4
116,27,5
116,75,5
117,198,5
118,196,2
120,36,4
120,480,2
123,21,5
124,451,2
128,126,3
128,1108,5
129,1043,4
132,1065,3
132,483,5
136,782,3
136,914,5
136,973,4
137,29,2
137,33,5
138,23,5
138,28,5
140,865,5
142,576,5
143,302,5
144,1007,2
144,580,5
144,59,5
145,235,4
145,1025,4
145,1058,4
145,281,5
145,294,4
146,703,4
147,263,4
147,265,3
147,646,4
148,265,3
148,361,2
148,643,4
149,1111,2
149,29,1
150,742,5
150,369,4
150,432,5
150,600,4
151,870,5
151,883,5
152,1136,5
154,560,2
154,82,4
155,837,4
155,192,5
158,807,4
158,961,4
158,48,5
158,467,5
158,600,3
158,623,5
159,823,2
159,46,5
160,125,1
160,629,4
161,764,5
161,206,5
162,64,5
163,302,5
163,1147,4
164,974,2
164,314,5
164,532,4
166,841,5
166,879,2
167,313,2
167,59,5
167,61,3
167,600,5
168,110,2
169,313,5
169,1104,5
171,461,1
172,101,3
173,182,2
173,1149,2
174,323,5
176,53,4
177,602,5
178,1111,5
178,69,3
180,319,4
180,656,5
181,206,5
182,107,5
182,593,5
183,786,5
183,19,5
184,241,5
184,597,3
184,652,5
186,105,2
186,902,2
186,926,3
186,993,3
186,517,4
186,518,3
186,558,3
187,95,4
187,907,2
187,972,3
187,1003,3
187,230,4
187,1178,3
187,549,2
188,124,4
188,248,2
188,611,1
189,131,5
189,1073,5
190,19,3
191,736,3
191,301,1
191,313,3
191,550,4
193,974,5
193,1161,4
193,87,5
194,179,3
194,500,5
195,108,1
195,158,4
195,192,5
195,489,4
197,867,5
197,588,5
198,1033,2
198,59,1
198,665,1
199,1010,5
199,1057,5
201,159,5
202,767,3
202,74,3
203,322,2
204,951,2
204,271,4
204,433,3
206,130,5
206,824,2
206,271,5
206,1083,3
206,514,4
206,560,3
207,419,2
209,987,3
209,365,1
210,780,3
210,283,2
210,312,3
210,318,5
211,285,3
211,419,2
212,430,2
213,261,4
214,987,4
217,1095,4
218,245,5
221,1033,5
223,627,1
224,875,5
225,588,5
225,626,5
228,3,4
228,238,4
228,438,3
228,556,5
230,110,5
230,53,5
232,281,5
233,774,5
233,245,5
233,579,5
234,964,5
236,451,2
238,208,4
239,878,1
239,226,5
241,910,5
241,425,5
241,525,5
241,529,5
243,723,1
245,132,4
245,321,3
245,25,2
246,1131,5
246,489,5
247,806,5
247,593,5
248,294,4
248,377,4
248,16,2
250,1073,5
251,341,5
252,806,5
252,1105,5
252,1120,5
252,586,5
252,603,5
254,768,4
254,163,2
254,415,4
254,470,1
256,146,5
256,195,5
256,328,3
256,1149,5
257,180,4
258,157,5
258,223,4
259,859,5
259,949,4
259,26,4
259,58,4
260,376,5
262,59,5
263,46,5
265,179,4
265,211,5
265,1024,5
265,339,4
265,373,5
265,497,5
267,318,3
269,257,3
270,719,1
270,906,1
270,301,3
270,338,5
271,834,3
271,135,1
273,237,4
273,295,1
273,354,5
273,16,1
273,658,2
273,662,5
274,181,5
274,1095,1
275,313,2
275,436,3
276,714,5
276,833,5
276,953,5
276,414,1
276,627,5
276,633,5
277,466,2
279,279,4
279,1082,5
280,652,4
281,238,5
282,811,3
282,875,5
282,265,1
282,1075,2
282,393,5
284,848,5
284,260,5
284,406,5
284,423,5
284,546,5
284,587,5
285,126,4
285,238,3
285,410,4
285,59,1
286,677,4
286,263,4
286,1075,2
286,336,4
286,592,1
287,786,5
287,275,3
287,503,5
287,550,4
288,1049,2
288,278,4
289,124,4
291,251,1
291,254,2
291,1064,2
291,384,3
292,669,3
292,817,4
292,982,3
292,249,1
292,426,2
294,551,4
295,91,5
295,687,1
296,365,2
296,588,5
298,105,1
298,724,4
298,178,5
298,971,2
298,1064,1
298,1080,5
300,381,2
301,436,4
302,733,3
302,798,5
302,1003,4
302,434,5
302,557,3
303,780,4
304,221,4
304,1057,5
304,359,5
304,606,1
306,838,2
308,1067,4
309,113,4
309,710,4
309,797,3
309,168,5
309,909,4
309,990,3
309,1005,4
309,252,3
309,282,3
309,1082,4
309,29,4
309,426,3
309,436,4
309,442,4
309,604,5
310,1063,4
310,436,4
311,239,4
312,123,5
312,349,3
313,409,4
313,474,5
313,87,5
315,762,4
315,232,2
315,377,3
315,419,4
316,784,5
317,218,3
317,74,5
318,987,2
318,1096,4
319,104,4
319,901,3
320,292,5
320,556,4
321,772,3
324,227,4
324,354,4
326,654,2
328,52,4
330,703,5
330,82,5
330,644,4
331,63,5
332,856,1
332,1100,4
333,288,5
333,532,3
333,546,3
334,719,4
335,230,4
335,238,2
335,654,3
336,653,5
337,471,2
338,433,4
338,653,2
339,134,2
339,84,5
340,968,3
340,346,4
340,1110,5
340,488,5
342,355,1
345,533,4
346,513,4
347,762,2
347,854,3
347,1025,3
347,258,2
347,1044,1
347,416,4
347,517,2
348,251,4
348,548,4
350,1153,1
352,697,5
352,44,4
353,109,4
353,310,4
353,479,5
353,59,5
354,42,5
354,51,5
357,1051,1
357,639,5
358,21,4
358,653,5
361,475,5
363,3,5
364,1127,4
365,117,5
365,664,1
366,529,5
367,1019,5
368,687,4
368,816,5
368,515,1
369,125,3
369,750,3
369,816,5
369,552,5
370,255,5
370,1060,4
370,380,5
371,865,5
372,899,3
372,280,4
372,1082,4
373,93,5
373,1153,4
374,301,2
375,34,4
376,780,5
377,281,4
377,58,2
379,90,5
380,427,2
380,641,5
381,1067,5
381,34,5
382,921,3
382,623,5
383,195,4
383,259,2
384,652,4
385,59,5
386,291,1
388,389,5
389,684,5
390,757,3
391,854,2
391,382,1
391,1152,1
391,37,5
391,546,5
394,440,3
396,275,5
396,630,5
397,169,4
398,685,2
398,729,4
400,113,1
401,240,4
402,705,2
402,909,4
402,237,4
402,240,3
402,263,4
402,268,2
402,285,3
402,435,1
402,564,4
403,437,2
406,668,3
406,731,1
406,179,4
406,982,2
406,262,2
406,269,5
406,566,4
407,287,2
409,113,3
409,283,2
410,860,3
411,721,4
411,735,3
411,737,3
411,230,5
411,435,3
411,1168,4
411,507,3
411,551,3
412,783,5
414,693,3
414,1153,2
416,722,4
416,875,5
416,182,3
416,1047,1
416,426,3
416,654,3
417,822,1
417,909,4
417,233,4
417,280,4
417,411,4
417,420,2
417,435,4
417,655,2
418,183,5
419,961,3
419,1005,4
419,235,1
419,422,4
419,552,4
420,903,3
420,922,5
420,1024,4
420,437,4
421,824,4
421,882,1
421,925,3
421,261,2
421,267,3
421,1082,4
421,423,4
421,531,3
421,532,3
422,260,1
422,275,5
423,303,4
423,1153,4
423,74,2
426,131,5
427,873,2
428,222,5
428,642,5
429,809,5
429,993,3
429,237,2
429,558,3
430,65,5
431,868,5
433,316,5
433,403,5
434,586,5
435,122,5
435,338,5
436,140,5
436,966,5
436,19,4
438,37,5
439,113,5
439,240,5
440,301,3
442,926,5
442,64,5
443,539,4
444,104,5
445,132,4
445,653,4
446,62,4
448,255,5
450,59,1
451,813,5
451,1035,4
452,1173,2
453,217,1
455,871,1
456,479,5
456,642,5
457,586,5
457,641,5
458,475,5
458,665,1
460,389,4
460,441,4
461,831,5
461,865,4
462,34,5
462,502,5
462,600,2
463,840,5
463,321,5
463,335,4
463,525,1
463,571,3
465,116,5
465,295,1
466,231,5
466,652,5
468,815,1
469,549,1
471,364,4
472,613,2
473,205,3
473,232,2
473,351,2
473,62,5
474,719,2
474,837,3
474,42,2
475,31,5
476,782,4
476,829,3
476,314,3
476,444,4
477,818,4
477,349,2
477,85,4
478,1163,5
478,588,5
478,84,5
479,806,5
480,669,4
481,580,4
483,1125,5
485,91,5
486,64,1
487,872,5
487,200,4
487,319,5
487,345,2
487,374,3
487,41,2
487,59,2
487,603,5
488,238,5
489,235,3
489,238,3
489,436,2
489,560,4
489,615,5
490,248,5
490,465,5
490,61,4
491,59,4
492,32,1
493,87,5
494,548,5
495,108,5
495,712,5
495,260,3
495,322,3
495,583,5
495,61,2
496,969,1
496,606,1
497,190,3
498,732,3
500,1029,5
501,669,2
501,954,1
501,53,2
502,672,4
502,719,1
502,47,5
503,174,2
503,935,4
503,35,4
503,465,4
504,16,4
504,1113,4
505,1013,4
505,1063,5
506,328,1
510,106,4
510,805,4
510,184,4
511,527,5
512,1058,2
512,368,5
513,717,4
513,491,1
514,1149,5
514,614,4
515,321,5
515,527,5
516,642,5
517,700,5
517,286,2
517,418,3
518,240,4
518,296,1
518,418,5
518,527,4
518,659,5
520,711,2
520,263,5
520,413,4
520,517,3
522,665,1
523,364,3
