"userID","itemID","rating"
10,395,2
11,419,4
12,167,2
13,12,3
13,464,3
13,473,4
14,44,4
2,61,2
3,99,3
3,102,3
3,111,4
3,59,1
6,232,3
8,314,5
9,93,5
9,326,5
10,281,5
10,372,1
14,512,4
14,59,5
14,74,2
15,270,3
15,400,3
15,413,4
15,547,4
15,550,4
15,556,3
15,558,3
16,432,2
18,91,5
18,346,5
18,620,1
20,49,5
21,481,4
24,745,4
25,701,4
28,777,5
28,131,5
28,56,5
29,442,3
30,796,3
30,47,5
31,116,4
32,387,2
32,82,4
33,701,5
33,847,5
33,848,4
33,274,5
34,107,4
34,750,4
34,402,5
34,520,5
34,530,5
34,556,4
34,614,4
35,137,4
35,580,4
36,812,5
36,888,5
37,820,3
37,254,3
37,551,1
38,102,2
38,235,4
38,545,5
39,671,1
39,134,4
39,905,4
39,189,4
39,396,4
39,550,3
39,634,3
39,87,5
40,173,5
40,934,5
40,407,2
41,27,5
44,35,4
45,132,1
45,313,3
45,524,1
46,970,5
46,971,5
46,402,5
46,53,5
46,633,4
47,724,4
47,183,4
47,653,5
48,717,4
49,167,5
51,310,4
51,611,4
52,688,5
52,870,4
52,157,5
52,960,1
52,1010,5
54,595,3
54,596,3
54,659,5
55,271,5
55,301,4
55,53,5
56,820,3
56,195,5
56,236,3
56,653,5
57,934,5
57,179,4
57,552,5
58,180,3
58,264,5
59,1053,5
60,651,3
61,667,4
62,750,1
62,652,4
64,284,2
64,57,2
65,1068,4
66,925,3
66,179,4
66,1023,5
69,910,5
69,597,4
70,78,4
71,764,5
71,244,5
71,531,3
72,670,3
72,709,1
72,736,2
72,762,3
72,926,4
72,250,4
72,1081,4
72,408,5
72,436,3
72,612,4
73,704,4
73,847,5
73,63,4
74,257,3
75,34,5
75,652,3
76,891,2
77,104,5
77,292,4
78,443,5
80,730,2
81,400,2
81,417,3
81,419,5
81,561,4
81,569,4
81,59,4
82,708,5
82,1001,4
82,408,4
82,508,5
82,520,5
85,442,5
86,280,3
86,462,4
87,35,5
88,108,4
88,16,5
90,331,5
90,1103,5
91,215,4
91,1030,4
92,16,4
93,856,5
96,915,2
96,27,5
97,1069,1
98,1012,4
101,678,5
101,1122,5
101,617,4
102,53,5
103,121,5
103,1102,5
104,743,5
105,170,1
106,941,4
106,272,5
106,16,3
108,770,4
108,861,5
108,349,3
108,469,4
109,150,5
110,137,4
110,324,5
110,72,5
112,978,1
114,199,3
114,324,4
115,146,5
115,1012,5
116,845,3
118,851,4
118,331,4
118,441,1
120,301,5
121,1079,5
123,12,5
123,391,4
124,268,4
124,85,4
126,61,5
128,126,3
128,59,5
129,133,1
129,932,2
129,321,4
130,929,1
130,255,3
132,355,1
135,919,4
135,315,4
136,1102,5
136,525,1
137,98,1
137,120,4
137,771,4
138,117,5
138,30,5
139,579,5
141,951,5
141,32,1
143,1168,5
144,878,5
144,169,5
144,59,5
145,983,3
147,939,5
147,363,4
147,417,3
148,228,1
149,733,5
153,935,5
153,1101,1
154,707,1
154,168,5
154,238,5
154,42,5
154,82,4
155,744,4
158,722,5
159,104,5
160,59,3
161,827,4
161,458,2
161,1170,4
162,647,5
163,685,2
163,245,3
163,349,3
163,19,4
163,1132,4
163,594,4
163,87,3
164,517,5
165,956,5
166,11,3
167,1067,5
167,61,3
168,746,4
168,501,4
168,613,1
169,678,5
169,137,5
169,148,3
169,1146,5
171,599,5
173,881,4
174,1046,3
178,477,5
179,34,5
180,771,5
180,858,4
180,172,4
180,212,5
180,1106,4
180,1176,4
181,952,4
