"userID","itemID","rating"
11,408,5
13,400,4
13,463,5
14,226,4
14,482,5
1,41,4
2,69,4
3,93,5
3,59,1
4,137,2
4,144,5
5,207,4
8,156,5
8,293,4
8,301,1
9,114,3
9,330,3
10,377,3
14,505,5
15,175,4
15,268,2
15,401,2
16,402,5
18,91,5
19,369,3
19,447,4
21,467,5
22,711,2
23,51,5
24,442,5
25,701,4
25,750,5
27,126,5
28,774,5
28,586,5
30,392,1
30,59,3
31,696,1
31,178,5
32,740,2
32,836,4
32,10,4
32,432,3
32,47,4
32,51,4
32,660,3
35,143,4
35,190,5
36,684,4
36,890,4
36,565,1
37,236,3
39,917,5
39,927,2
39,237,5
39,259,2
39,396,4
40,314,2
41,380,5
41,483,5
43,38,4
44,155,2
44,958,2
44,35,4
45,676,1
45,128,2
45,837,5
45,965,4
45,386,5
46,836,5
46,960,5
46,371,5
46,431,3
47,671,3
47,712,3
47,750,3
47,8,3
47,960,3
47,256,4
47,281,4
49,792,5
49,313,5
49,441,5
51,277,5
52,679,3
52,112,3
52,113,4
52,486,4
52,642,5
53,429,5
54,1024,4
54,275,4
54,518,3
54,530,5
54,625,3
55,156,5
55,1031,4
56,820,3
56,236,3
56,275,5
56,384,5
57,267,4
58,993,2
58,237,1
60,550,4
61,667,4
62,705,4
63,642,5
64,973,3
64,401,2
65,714,5
66,719,1
66,961,3
66,380,5
69,1078,5
70,899,3
72,710,4
72,733,5
72,758,5
72,822,5
72,187,4
72,276,2
72,557,4
72,588,2
72,87,4
73,704,4
73,418,4
74,955,2
74,248,2
74,412,4
74,425,5
75,667,5
75,378,4
77,292,4
77,371,5
78,1077,5
79,349,5
80,564,3
81,1092,5
81,545,4
81,555,1
82,443,5
84,1019,5
84,313,3
84,400,3
84,479,5
85,120,5
85,782,1
85,865,5
85,1066,4
85,18,5
85,415,1
85,473,2
85,557,5
86,704,3
86,828,1
86,890,3
86,538,5
86,627,1
87,447,5
88,705,5
90,123,5
90,1060,4
90,331,5
91,74,5
92,211,4
93,103,3
94,313,2
95,782,1
95,611,3
97,426,5
98,79,4
99,59,5
100,1119,2
101,167,5
102,113,3
102,43,4
103,335,4
103,446,5
103,48,2
104,1130,5
105,208,5
105,1133,5
105,1136,5
106,16,3
106,441,5
106,580,5
107,1139,5
107,59,4
108,245,5
108,349,3
108,1110,4
108,469,4
110,324,5
111,1133,5
112,1121,5
112,59,1
113,786,3
113,161,4
115,870,5
115,579,3
116,1098,1
116,1108,5
117,198,5
119,1010,3
119,497,4
120,979,4
120,579,5
121,219,5
121,622,5
122,443,2
122,60,4
122,66,5
124,314,4
124,548,4
124,549,4
124,613,1
125,447,4
125,601,3
126,683,5
126,641,5
127,147,2
127,900,3
127,475,1
127,580,5
130,114,1
131,700,5
131,43,4
132,444,5
133,672,1
133,946,3
134,201,5
135,390,4
136,889,5
137,672,4
137,379,4
140,1115,5
141,785,5
141,451,1
143,848,5
143,445,5
143,465,5
144,1139,5
144,59,5
147,265,3
147,417,3
147,437,4
148,227,4
149,194,5
149,979,5
149,20,4
150,119,4
152,59,2
154,707,1
156,37,4
158,767,5
158,345,3
159,806,5
159,569,4
162,421,5
162,546,5
163,685,2
163,199,5
163,1090,2
164,216,4
164,640,5
165,248,1
166,1103,5
166,475,5
166,521,5
167,165,5
167,442,4
168,977,3
168,1034,1
169,678,5
169,958,3
170,31,4
171,461,1
171,613,1
173,550,5
176,353,4
180,728,4
180,201,3
180,1115,1
180,31,5
181,952,4
182,960,4
182,82,4
183,859,5
183,394,5
183,28,5
184,971,4
184,216,1
184,249,2
186,697,3
186,854,4
186,1049,2
186,1061,2
186,420,3
187,103,3
187,805,2
187,238,4
188,422,2
188,529,5
189,131,5
189,137,3
190,19,3
191,128,5
191,986,2
191,1035,1
191,468,2
192,154,5
192,291,5
193,525,2
194,924,2
194,407,4
194,503,5
194,542,3
194,551,3
195,158,4
195,1140,5
195,490,5
196,460,5
197,389,5
198,112,3
198,772,1
198,174,1
198,345,4
198,1120,5
198,514,1
199,336,4
199,452,5
199,608,1
199,639,4
200,800,5
200,901,3
200,938,4
201,209,5
201,1120,4
202,849,4
202,323,2
202,587,2
203,235,3
203,1031,3
204,2,5
204,318,5
204,61,2
205,854,4
206,181,5
206,235,4
206,257,4
206,263,5
206,265,3
206,284,3
206,286,2
206,363,3
206,402,4
209,798,1
209,955,1
209,552,2
210,126,3
211,797,3
211,972,3
212,828,1
212,400,3
212,417,4
214,255,5
214,378,3
215,1031,5
215,1072,5
215,1123,5
216,128,4
218,700,5
218,1042,5
219,1125,5
221,1110,5
224,824,1
224,24,5
225,3,5
225,820,5
228,903,4
228,235,2
228,37,4
228,556,5
229,516,4
230,1105,5
230,43,1
231,400,5
231,543,5
232,960,5
232,281,5
234,717,2
234,165,1
234,166,5
235,118,2
235,83,4
236,63,4
238,208,4
238,245,5
238,487,5
241,721,4
241,276,3
241,59,3
242,978,3
247,750,5
248,294,4
248,377,4
249,338,5
249,635,5
251,580,5
251,649,5
252,777,5
252,304,4
252,364,5
252,396,5
252,43,5
254,1048,3
254,348,1
254,580,3
254,59,4
255,291,1
256,752,5
256,289,2
258,157,5
259,113,4
259,800,5
259,824,5
259,360,5
259,1105,4
260,292,4
262,358,5
262,59,5
263,380,4
264,709,4
265,973,4
265,218,3
265,232,3
265,240,4
265,292,3
265,303,5
266,682,1
266,878,4
267,437,4
267,460,5
270,100,5
270,762,4
270,797,5
270,817,5
270,254,4
270,531,3
271,652,3
272,914,2
272,363,4
273,737,1
273,823,2
273,184,4
273,231,2
273,248,4
273,380,4
273,59,4
273,650,4
274,236,1
274,287,4
274,354,2
275,906,4
275,1161,4
276,707,1
276,793,5
276,1169,5
276,633,5
279,338,5
279,400,5
280,438,3
281,731,2
281,359,5
282,1180,1
282,611,1
283,422,3
284,549,5
285,824,3
285,407,5
285,557,3
286,167,4
286,180,2
286,1044,2
286,402,5
286,403,3
286,517,4
286,592,1
287,1040,5
287,1048,4
287,541,2
290,807,3
290,249,1
291,915,3
291,934,4
292,97,3
292,758,5
292,901,2
292,181,4
292,433,3
292,554,2
294,951,4
296,950,5
296,968,5
296,238,3
296,1024,3
296,1026,5
297,186,2
298,105,1
298,990,5
298,339,4
298,595,2
298,646,5
302,253,5
302,547,5
302,556,3
302,557,3
303,680,5
304,756,4
304,302,4
304,429,1
304,60,1
305,600,3
307,435,3
307,550,2
308,63,5
309,906,4
309,223,2
309,237,4
309,252,3
309,385,4
309,645,4
310,180,4
311,239,4
312,113,5
312,791,5
312,4,5
312,877,4
312,375,5
313,275,4
313,338,5
313,1154,2
314,303,5
315,819,4
315,135,4
315,276,2
316,435,4
317,319,5
317,652,5
318,258,4
318,530,4
318,88,1
321,772,3
321,302,5
323,479,5
324,271,5
324,1088,5
325,821,2
325,239,1
325,552,2
326,59,5
327,403,5
327,490,5
328,106,4
329,206,1
329,259,2
330,333,5
332,826,4
333,113,4
333,769,5
333,926,2
333,230,5
333,648,5
334,689,5
334,811,5
334,896,1
334,282,5
334,425,4
334,647,5
335,59,4
336,407,4
338,808,2
338,313,1
340,141,3
340,919,2
340,201,5
340,1021,4
340,1029,5
340,331,5
340,355,1
340,80,5
341,178,5
342,881,4
342,1038,5
342,389,4
343,812,4
343,186,3
345,816,5
345,824,2
345,533,4
346,114,4
346,1054,5
346,64,5
347,689,2
347,178,5
347,267,3
347,270,4
347,280,3
347,412,4
347,554,2
349,929,4
350,338,5
350,84,5
351,779,1
352,908,5
352,1126,5
353,109,4
353,760,4
354,468,3
354,665,1
355,271,4
355,82,5
356,925,2
357,444,3
358,1129,4
359,679,4
359,765,1
361,146,5
363,502,5
364,998,4
364,497,5
365,1058,3
365,289,3
365,465,5
366,531,3
366,659,5
367,820,4
367,652,3
369,816,5
369,8,5
369,218,5
369,1157,5
369,629,5
