"userID","itemID","rating"
10,41,4
11,3,5
11,283,5
11,421,5
12,446,5
13,467,4
14,117,5
14,310,5
14,485,4
14,486,3
5,197,4
6,234,5
8,299,4
9,192,4
9,342,5
10,272,5
10,313,2
10,374,4
14,517,5
14,520,5
15,463,2
16,403,5
16,596,5
17,230,5
17,402,5
17,421,5
18,622,1
19,637,4
22,710,4
30,797,2
30,621,5
31,788,4
31,822,1
31,462,4
31,617,4
32,703,3
32,161,3
32,173,4
32,79,5
33,130,5
33,758,5
34,486,4
35,875,5
35,876,5
35,245,5
35,494,5
36,790,5
36,885,5
36,31,2
36,63,4
37,724,4
37,259,3
37,650,5
38,41,5
39,382,4
39,395,1
39,48,1
39,586,4
42,900,1
42,451,3
42,591,5
44,123,5
44,959,3
44,221,5
44,475,3
45,889,3
46,8,3
46,19,5
46,50,5
47,182,3
47,410,3
47,550,3
48,61,3
50,92,5
51,173,4
52,129,5
52,364,4
52,59,2
53,423,5
53,52,4
54,130,5
54,531,2
54,555,2
54,560,2
55,779,1
55,145,5
55,395,2
55,70,5
56,976,1
56,235,4
56,610,4
57,817,4
57,991,5
58,186,2
61,631,5
61,87,4
62,184,1
63,977,4
64,757,4
64,78,5
64,609,4
66,985,2
68,1071,5
71,405,4
72,100,2
72,130,4
72,1001,5
72,261,3
72,16,2
72,550,4
73,423,5
73,52,2
75,960,4
76,1060,2
78,167,4
78,909,4
78,417,4
80,993,1
80,401,1
81,799,5
81,587,5
82,260,1
84,422,4
84,57,2
85,715,4
85,1070,2
86,857,2
86,314,2
87,602,4
87,642,4
88,364,5
89,751,2
90,779,4
90,789,3
90,1104,5
92,1110,5
93,552,4
95,1033,1
96,902,3
98,774,5
98,154,4
98,1115,5
99,157,5
100,330,1
100,1121,4
101,206,3
101,245,5
101,318,4
102,634,3
103,640,5
104,678,5
104,1028,4
104,292,2
104,339,4
104,1127,5
106,177,4
106,1137,4
108,56,5
108,83,4
110,771,5
110,198,5
110,1012,4
111,210,4
112,646,3
115,780,5
115,1106,4
116,212,5
116,314,4
116,431,5
118,1030,5
118,380,5
121,883,4
121,620,4
122,726,3
123,837,4
123,628,4
124,221,5
124,623,3
126,21,5
129,795,3
129,222,4
130,606,2
132,326,4
133,692,1
134,679,5
136,639,5
138,302,5
141,693,4
142,314,5
142,435,1
142,1166,2
142,522,4
143,514,5
143,641,5
144,796,5
145,625,5
147,940,5
147,380,4
147,418,4
147,653,4
149,932,2
149,946,3
149,1071,5
149,417,2
151,992,5
152,316,5
153,943,4
154,263,4
157,250,3
158,531,4
160,665,1
161,923,5
162,820,3
163,195,5
163,35,5
164,733,5
164,1038,5
164,35,5
164,560,5
166,371,5
167,108,4
168,101,3
168,151,5
168,1001,4
168,246,3
169,699,4
169,959,4
169,577,2
170,675,4
170,231,3
172,507,5
173,717,5
174,861,5
175,994,1
175,664,5
176,284,4
177,167,5
177,206,5
178,697,5
178,772,2
178,1113,4
180,678,5
180,205,5
180,1031,2
180,1036,4
180,300,4
180,460,5
182,1021,4
183,941,5
184,824,2
184,187,3
184,237,3
186,671,5
186,705,2
186,751,4
186,780,4
186,798,4
186,848,4
186,938,3
186,257,1
186,275,3
186,282,2
186,384,2
186,653,5
187,987,3
187,988,1
187,1040,4
187,1049,2
187,1066,5
187,433,3
187,437,4
187,613,2
188,125,3
188,259,1
188,520,5
189,743,5
190,717,4
190,492,3
191,1177,5
192,546,4
193,817,3
193,904,1
193,325,3
193,451,3
194,96,3
194,408,4
195,322,4
195,34,5
195,593,5
197,98,1
197,818,5
197,991,5
197,597,5
198,576,1
199,892,4
199,169,5
199,526,5
199,83,4
200,248,2
202,58,4
203,172,5
203,406,4
206,670,4
206,671,2
206,102,2
206,338,5
206,1094,2
206,364,1
206,381,4
206,646,5
207,218,1
208,364,5
209,434,5
209,553,2
210,669,3
210,734,5
210,557,2
210,652,4
211,753,5
212,256,4
212,1157,1
214,1005,4
215,273,5
215,73,5
215,85,4
216,50,5
217,374,5
218,1017,5
220,1007,5
221,852,5
222,258,4
222,316,5
222,519,3
224,903,5
225,393,5
225,518,4
225,556,3
226,16,4
228,907,1
229,313,3
232,233,2
233,1036,5
234,31,5
236,166,3
239,470,3
241,388,5
241,439,5
241,454,5
241,511,5
241,652,5
242,1076,4
242,380,5
243,826,4
245,838,3
248,738,1
251,328,2
253,945,1
253,1038,3
254,240,3
254,306,3
255,451,2
256,834,5
257,815,5
259,718,4
259,852,5
259,292,4
259,303,5
259,385,3
259,454,5
260,145,5
261,108,3
262,1155,4
263,806,5
263,293,4
264,801,5
264,353,5
265,940,5
265,248,3
265,514,5
267,614,3
268,286,3
268,544,2
269,271,5
270,1002,4
270,1049,3
270,59,4
270,614,3
271,344,5
272,625,3
273,1178,2
273,552,4
273,87,4
273,88,1
274,652,5
277,1050,4
278,805,4
279,261,1
279,553,1
281,705,4
281,971,4
282,696,3
282,782,3
282,546,5
283,1059,5
283,548,5
284,255,5
286,15,4
287,922,4
287,927,4
287,235,4
287,380,4
287,537,3
288,175,5
288,250,4
